"human_adipose" "human_adrenal" "human_brain" "human_heart" "human_kidney" "human_liver" "human_lung" "human_ovary" "human_pancreas" "human_sigmoid_colon" "human_small_bowel" "human_spleen" "human_testis" "mouse_adipose" "mouse_adrenal" "mouse_brain" "mouse_heart" "mouse_kidney" "mouse_liver" "mouse_lung" "mouse_ovary" "mouse_pancreas" "mouse_sigmoid_colon" "mouse_small_bowel" "mouse_spleen" "mouse_testis"
"KLF12" 242.99971 403.9999 726.00031 1172.99814 261 1413.00055 252 1370.9972 66 1075.99732 140.9998 1064.00452 406.99959 324.96958 817.84608 914.87715 262.72557 634.57113 1035.74157 158.9613 592.88686 59.35228 605.84872 65.5114 733.90829 432.23574
"KLF13" 1189.019 1664.50082 569.55 1126.4136 219.0004 506.6938 769.605 1782.447 260.6743 703.2277 2392.6328 681.067 482.75836 692.542 768.395 970.759 205.681 478.993 408.004 1010.39 715.946 246.191 982.812 365.275 5549.78649 187.576
"KLF15" 659.00041 243.99968 38 419.99995 100 641.99978 110 678.99968 168 295 8 11 41 93.99994 73 63 88 324.0001 549.0001 297.99975 66.00003 126.9999977 17 37.99999 57 52.00002
"KLF16" 32 159 0 8 1 7 1 51 6 1 3 1 25 85 21 96 4 36 15 48 93 11 59 26 464 90
"KLF2" 511 540 73 345 359 73 610 2003 97 651 12 540 184 221 196 47 194 121 45 3622 180 164 158 71 2268 193
"KLF3" 1629.9958 3054.99678 1363.0032 1190.9979 474.99978 1896.05875 2270.99615 4513.60434 451 2171.996 10654.0252 1381.9961 962.19855 3564.67304 2623.65271 1070.95596 1080.117663 2706.07923 1900.95082 6816.061417 4702.26937 544.5856 20803.9623 9906.88351 7631.41071 561.49178
"KLF4" 1431.9992 351.9996 195.99976 477.99954 176.9999 64.00003 949.9999 1596.00186 153.99967 1400.996 2850.004 944.9996 776.00036 1115.13102 282.601 122.459 677 280.632 43.1518 5992.63 337.172 356.56999 18571.23261 6053.1501 487.715 6361.6411
"KLF5" 67.0001 406.9995 620.0003 93 136.99999 61 1128.9964 375.00031 181 1770.997 25226.97946 42 1129.9993 121.99961 196.40144 231.33997 7 125.05 7 1923.00042 263 92 15865.43 7679.4627 30 760.066
"KLF6" 2845.99825 3033.9958 1914.001 1695.00274 837.99976 1136.99578 3483.99758 7114.99732 866.99991 4264.0001 6403.99806 1237.000132705 1339.00350766125 3585.00391 2428.99677 1758 1449 2577.00058 453.00001 12288.96903 4534.99799 512 16217.95144 7661.00057 5258.00424 1076.00153
"KLF7" 1583.98986 3144.00216794265 551.0002 1113.99975 148 331.9999 454.0001 3099.00363 180.9995 1621.99776 2399.99889 410.806 621.99918 996 725 1100.00099 496.99955 631 219 1249 1098.99567 361 1556.99501 711 2587.00065 216
"KLF8" 1114.55115 357.135956 47.25241 491.52557 241.846430206896 176.9661 346.919074054379 1752.1783 119.08727 866.787 172.7428 567.7129 442.7434 84 26.000002 200 10 29.00004 2 139 586.00000005995 14 147.9995 38 221.0005 229
"KLF9" 3419 4604 922 4081 1259 2964 3361 2985 794 8958 4524 1590 662 4278 6163 7109.99667 3675 10190 4911.99505 10042 5505 636 6994 2644 1400.00168 2973
"KLHDC1" 222.03139 226.0237 67 368.01116 68.99999 175.00167 271.9997 435.08465 126.00201 674.99978 932.00033 264.99985 241.00036 320.99994 292.9997 558.00015 791 247 14 396.00001 369.99999 38.99996 257.00037 76 594 1678.001
"KLHDC10" 795.14213 5210.29715 2870 1608.11602 726 1917.47357 1097.00421 3051.09921 624.01825 1415.00599 2470.14946 699.05607 2986.16567 2263.00341 3015.9968 1905.00385 614.99973 2775.65351 1364.99614 837.4909 2803.9966 270.00027 1853.99614 1381.0028 1711.70847 2777.996
"KLHDC2" 708.26842 2729.90209 1151.48953 3125.23504 1045.76494 1821.65324 2301.46477 2003.45375 1302.98503 2961.3722 8006.56079 1024.341677662 2019.67062 1586.78775 1466.4985 4289.8285 1117.7614 1981.69541 869.41276 1660.02497 2478.56859 138.5143 1291.8895 870.91368 1363.9201 5013.76864
"KLHDC3" 766.99992 2357.0045 323.00014 1218.995719 82 385.9995 285 2741.00133 179 393.00021 180.00022 80.00005 2549 223.99991 51.99999 134.0004 29.00004 56.99997 128 36.00002 78.00002 133.99996 105 79.00002 1146.0002 1453.0004
"KLHDC4" 234.947667 723.89482 16.999997 196.08937 15.040756 126.65719 73.08322 417.42506 263.65102 602.00051 197.8301 126.99994 235.7473 74.01282 29.00115 24 10 42 35 33.0005860859 42 68.04023 44.00012 53.00088 524.31077 54.00266
"KLHDC7A" 30 1 1 1 270 193 18 1 46 1.00007 9.00083 0 23 1769.7 152 138.216 29 1397.72 149.171 103.841 109 128.878 202.825 28.1349 100.186 246.763
"KLHDC8A" 2.999997 1769.99527 42 2.999997 0 0 1 6604.99799 3.000002 27.99995 0 4 106.00013 3 1080 44 18 106 10 33 6 20 16 5 26 20
"KLHDC8B" 236.99943 5354.0015 9 580.00013 37.99998 78 108 1369.00005 65 263 2.000004 15.99996 195.00021 103.62645 18.0688 18.1451 6.05386 8.115087 37.462235 27.32926 15.818357 42.48005 42.93473 9.12036 228.6332 56.8524600528
"KLHDC9" 13 85.99997 28.00004 52.00004 25 28 27 74.00007 29 44 19 2 466.99959 14.1618 0 5.89839 0 1.4062 1.36788 0 1.34411 3.48762 0 1.32162 2.38743 13.7352
"KLHL10" 15 1 1 10 1.0000004717 6 6 24 3 16 0 1 2052.00157 178.99962 2 1.999996 2 1 1 5 8 1 5 1 14.00005 8813.001
"KLHL11" 199.085 871.286 533 363.259 244 245.734 582 812.905 163.21 648.322 695.787 418.316 1277.54 99 523 533 48 157 44 51 846 18 113 50 406 1087
"KLHL12" 504 2725.834 1207.9868 1362.971 544 737.902 1044.994 1878.002 414 1111.894 1806.867 630 2702.9026 825.00936 716.5783 854.9246 296.01016 620.05509 388.9278 587.63961 910.8875 74.47741 739.1353 429.52806 1394.9993 2780.9005
"KLHL13" 40.99999 643.99906 233.99965 611.00085 359 105.99996 69.99996 974.9999 31 507.99957 311.99952 37 230.0001 599.99994 1129.9999 2027.00141 547.00044 471.00049 507.99968 1060.999918 2285.99558 71.999959 390.0003 165.9998 364.9995 95
"KLHL14" 34 1 752.99985 2 161 0 15 114 2 99 39 693 110.00002 643.9997 3467.002 64 3 428.907 2.3118 36 731.0004 0 33 7 901.993 332.788
"KLHL15" 185 2624 530 358.351 147 456 296 782.519 126.071 468 550.513 282 2542.87 430.28421 659.987928724 848.45656 179.6852 440.88527 239.0381 642.91034 1198.221 23 677.670681664 386.93902 579.25502 1669.5456
"KLHL17" 32 38.99999 0 7 0 2.999998 0 7 7 5 1 0 7 187.00001 41 118.00007 22 53 30 78 60 269.0001 299 233.99959 1384.001 205.0002
"KLHL18" 209.01387 1878.99068 113.00074 350.02419 59.00191 129.00231 145.9999 760.02782 103.00655 271.0086 319.01798 180.00006 410.02172 210.999709 99 128.0001 62 128.0002 81 106 151 56.99995 305.99969 213.9998 1504.9999 253.0004
"KLHL2" 455.72028306 2037.30360006602 779.8171726 351.98919336 383.0002896 1038.53059038 1382.60079 619.680767973 221.7197562 703.99986 902.294178 892.8864 410.21002669 2228.87414 1604.95366 3009.97279 151.0705 951.00175 785.9997 1573.9951 1160.69974 104 1098.07112 741.86354 1031.15155 258.4369
"KLHL20" 638.00007 1815.0037 353 617.00036 183.0001 400.00033 500.00027 1744.99975 125 1058.99597 1123.99895 336.99994 1084.99756 764.36622 715.92269 546.95126 204.56331 529.48088 295.94965 658.91615 916.20795 119.31244 895.26078 566.8569 2286.03902 1072.4425
"KLHL21" 401.525 1575.38281 134.99983 849.2221 93.2465 224.02888 113.006 1487.80052 186.2619 622.92318 103.92 88.0063 323.58824 195.511 118.996 51.4382 132.267 117.176 171.328 168.753 133.263 69.1206 114.563 48.4496 506.511 188.591
"KLHL22" 129.7678 618.00051 30.00001481 138.5297 16 61.75397 16 565.05187 43.00002 83.46494 42.81946 15 133.00006 214.23232 177.2476412706 305.96797 54.01941 235.99947 105.03285 120.46518 243.9052 63.93338 248.45792 132.92945 411.56926 230.17701
"KLHL23" 235.75569 236.68148 1792.175195127 834.18232 148.08014 280.12413 605.262 1658.38985 80.59356 2401.66313 834.87942 70.01102 706.41009 1298.3488 527.0926 1886.0235 659.1339 123.02593 48.0024096 421.02234 3564.981 25.7937 1234.0889 925.1263 500.9654 3943.37
"KLHL24" 1131.31331 1716.88726 1986.003921905 4701.09261 500.00004 602.87905 3252.73851 2428.19248 316.17937 2723.24953 4388.37206 992.381600080214 849.09323 3423.6351 3331.80117 2686.86151 6216.67339 5282.5881 2214.17501 3369.054 6835.6191 297.6235 5411.95551 1736.99028 10786.23006 4243.0281
"KLHL25" 118 142.99991 2 15.00005 1 37 2 50 2 10 13 0 61.9999844 31.00004052 10.99995903 9.9999972 2.999999 10.99999965 48 30 19 9.0000015 19.00003 3.000000178 328.9998 141
"KLHL26" 64.6243 181.64933 80.0415 52.9001 28 25.11386 28.0672 155.6021373 20.029239 47.0304 21.039 22.0211 66.4869 187.0003 113 113 18 51 45 72 93 69.999980115972 60 33 250.0001 61
"KLHL28" 187.21423 1409.25432 644.02215 428.22833 109.158 282.57707 503.01901 663.44015 158.02713 560.55743 1647.67665 346.37155 481.08106 780.99994 1198.0041 1486.9977 705.0001 813.0003 489.99958 1403.0012 2094.0004 73.00004 1823.0015 1210.0007 2290.9993 2663.006
"KLHL29" 253.00009 1157.0032 153.99981 56 29 22 66.00004 360.00015 73 314.9996 21 167.9996 64.99997 78 413 481 4 37 4 66 74 11 68 20 318 43
"KLHL3" 376.78508 539.514878 74 1290.27775 292.02049 264.01927 79 1275.75245 141.1285 435.25451 181.52152 231.40346 508.83787 353.007 61.3639 519.861 111.997 1224.24 252.258 55.1567 301.458 68.0132 126.521 41.277 253.373 583.505
"KLHL30" 4.02569 5.03608 4.01793 140.672 2.02556 10.1056 1.01883 32.542 2.02261 2.11566 14.7601 2.05399 15.1999 2 10 0 88 0 0 7 12 0 10 3 13 1
"KLHL31" 460 317 5 11901 12 27 15 31 28 15 48 17 54 60.433 61.1728 19.0242 1578.02 11.1272 37.9547 36.7389 443.98 2.03972 18.1557 10.0238 12.1356 108.348
"KLHL32" 0 37.1606 549.017 34.15908 55.001103 22.0185846 44.001003 68.6815 12.53046 32.378 128.96016568 14.17004 104.98959 127.5781 219.3363 605.251 84.14771 112.85903 28.5824 86.3536 150.5339 83.4409 183.14803 73.39783 103.17022 438.83397
"KLHL33" 61.3215 27.9614 4.062660173611 93.371 13.72710249546 12.169600248873 11.90030175739 148.2206 12.09920324308 104.7659 74.0858 19.79370115123 39.473900398219 112.8037 115.34947 182.9848 348.571 21.3837 28.268 68.29 59.5205 41.7614 177.9804 417.919 110.53439 99.5719
"KLHL36" 893.4941 1617.96302 333.99964 1850.1661 230.0001 472.2198 350.00018 2645.80183 379.4882 643.7911 1349.1502 578.0655 1257.49761 6 1 1 1 4 0 2 3 9 1 0 59 19.99998
"KLHL4" 7 6482.001 144 91 16 31 47.99997 3376.003 13 55 4 53.99998 537.9995 184.00042 216.9996 961 152.000127655 115.0000148 57.0000038 131.9996374 572.9998 53.00001 257.9995 83.0000299 160.9999 172
"KLHL41" 3.71077 10.5297 8.18505 6308.05793 17.8816 11.6744 20.4457 38.5425 29.7113 32.9154 26.0338 29.4169 428.3026 13.4356 61.4567 11.4534 727.445 12.3073 19.203 66.9647 6.95826 1.17051 8.71843 8.32172 18.115 418.685
"KLHL42" 499.42182 2188.4174 670.0002 594.46689 425.06414 520.7426 722.3386 2045.03428 898.89774 3121.68678 970.346 597.40377 1469.15334 830.00044 1436.9976 560.99986 118.99962 1080.9964 357 589 1870.999 99 900.0004 401 1894.00362 296
"KLHL5" 907.94774 1738.50079 706.16268 455.9713 381.0003 1212.50616 941.462 1984.45697 265.3276 3080.21748 383.17511 356.59449 659.81374 1328.0003 1906.00083 851.99975 219.99996 939.9996 750.9997 11742.0488 1741.0034 170.00002 1021.0001 380.99965 1740.00204 1221.9999
"KLHL6" 258.8514 217.3896 15.26138 93.20032 14.74086 40.05017 768.08775 380.6289 33.16062 478.3919 107.45467 803.3445 70.3423 76.99998 107 32 60 97 64 239 82 27 72.99997 52.00004 4323.9951 12
"KLHL7" 317.6161 2819.03842 1314.00083 5925.07691 393.0000333 384.60459 969.30294 1311.28281 212.609840066987 1162.73824 1954.05824 458.5899 1702.13787 1247.9994 2604.9976 3565 1386.0007 2275.9998 659.00002 2501.99828 3353.998 197.00037 1556.9999 759.00029 909.9996 5047.0023
"KLHL8" 468.28682 1492.07737 1149.752705265 504.86139 311.023 378.87053 866.5073 731.22933 133.2403 512.085 1755.5547 398.68984 431.92628200433 86.99993 176.99962 261.0002 37 70.000000677878 33.00004 79 219.0003 23.00001 49.0001 15 126.00046 333.9999
"KLHL9" 597.494 3127.4 1251 958.996 601.687 662 1449 2757.22 364 1641.5 2149.59 862 963.303 3160 4961 5170 2041 4612 2332 6854 7866 305 5281 4236 3136 3143.97
"KLK13" 0 2.999999 0 0 0 1 41 37 120.99996 0 48.99996 2 65 1 1 2 0 0 0 53 1 4 3 0 0 0
"KLKB1" 11 26.25554325914 1 71.99998 67.99998 5859.0019 6.999996 19.99995 200.00016 108.99998 804 36.99999 41.99995 114.096 8.02932 16.5022 4.14376 227.242 11757.1 67.2269 25.1127 5.07641 25.7283 145.772 24.1604 473.218
"KLRD1" 419.961647 239.605 56.47242 178.34447 49.30738 175.616606 426.429558 597.99525 77.06074 277.113550432001 549.96348 823.72717 198.15237199 55.00001 13 3 2 11 17.999997 567.00016 29.00003 5 88.99999 362.9998 1910.0021 3
"KLRG1" 65.27527 59.4147 34.00001 99.8355998 21.99995 27.9814 104.28117 79.19381 15.99997 76.29856 43.93706 83.00002 32.4423955 2 2 5 0 0 0 16 5 0 6 8 89 3
"KLRG2" 0 1 3 0 5 0 12 3 1 0 2 0 2 107 11 1 1 10 2 6 3.0000034 8 12 5 26 12
"KLRK1" 437.12579 124.92808 7.02633 47.98053 7.94024 33.3235 293.49721 575.5852 37.17339 459.6298 151.7996 658.81403 117.74135 95.99996 31 4 6 12 84 393.99967 69.99998 3 76.000006016 62 2197.0004 15.00005
"KMO" 79.892213 94.10191 13.31763 26.10810153789 598.55455 4223.53996 797.20209 79.47738 18.322 144.61514 37.51613 663.56662 61.01407 113.71031 9.36311 11.8755 11.23937 3822.62624 9616.94443 170.22487 26.56636 13.3748 133.05208 193.19431 5089.624 94.30077
"KMT2B" 499.2447 1108.254 12 181.16384 11 137.00255 11 733.1194 128.10830401789 130.01546 136.03663 28.0018 497.0742 319.00037 125.00014 53.000040315986 26.000027 58.00004032 88.99999 36 149.99998 335.99999 149.00000001779 76.00002 2426.9964106421 395.00042
"KMT2C" 1552.99931 8500.009231 2142.00004 1752.99944 423.9998289011 1377.99927 998.000038 7133.81347 1094.99987 2107.99571 3847.99488 1600.99964964 4246.35523 3138.05426 2800.99509 2314.99857 1007.99937 2493.00389 915.99982 2084.00073 4444.00054 799.00011 4979.0017 2557.00186 14099.0157 3495.18905
"KMT2D" 1832.09701 3986.2539 241.00036 1103.35908 61.99999 582.49406 110 3693.0423 598.10704 652.08813 773.2536 374.50017 1101.51934 803.9196 279.000378 238.089977 157.0230039078 183.18637 291.12523 520.5818752 438.69469 1069.4448 612.357917 474.8286083 7541.99936 559.39602
"KMT2E" 2491.13511 5974.0388 2152.92483 2107.00046 397.99928 935.99998 1055.94899 7161.45002 616.005144 3118.99763 4370.852541 1337.00027 1506.69357 5505.9468 4559.9406 2622.82597 1349.39255768 3766.46204 1435.3109 2006.87197354 8921.05652 1003.93217 6287.56643 4231.98381 11704.3508 5571.3324
"KMT5A" 469.99905 1287.01389 134.0001 572.93546 66 222.02452 218.000313 1143.88358 456.99962 506.00483 391.81939 147.93234 296.00338 1707.99995 2450.9952 490 1204.00443 1542.99744 427.00034 851 1588.97 273.999543 2963.98589 1453.0029 1222.83724 1138.8309
"KMT5B" 682.0226 3704.21165 1076.00042 1516.99973 481.000160128454 981.99936 1153.00029 2465.01106 602.999900287132 2172.00449 5330.99918 853.02326 1550.9995 2177.25966 2197.9072 1206.047542 695.2075363931 1735.30924 815.685575 1493.297 3344.1188 284.42405 3595.7087 2195.8071 5140.2616 1798.455029083
"KMT5C" 23.137735 40.30768 1 7 0 0 0 24.01014 12.285117 13 1 0 9 89.99998 16.9999960688 13 4.99999902 26.999999951 21.999998393 17.99999993 20.99999916 115.99995 99.9999793247 64 688.0001 41.00008125
"KNDC1" 1 171.99975 32 0 0 24 2 93 1 3 0 0 20 57.99998 12 395.0086 3 3 6 42 18 7 12.0388 12 67.0032 161.0396
"KNL1" 29.6395 145.0422 980.95485 19.3133600110634 67.15594 148.4206 56.64207 91.3661344 9.25177 50.32562 1297.891 80.040966 2998.64988 286.07685 175.24177 25.144713 4.453942 15.5436 8.19343 60.3074 1781.6517 7 666.7997 956.9489 892.327682 5893.325
"KNOP1" 257.19925 1382.93896 369.55728 553.79947 96.58921 292.77706 250.62535 1257.7869 220.84786 283.14655 427.17139 188.22109 405.26275 1206.36705 4415.58845 367.6734 165.5751 1286.30491 685.71492 625.9164 1994.36831 184.426 901.48762 573.52861954 2481.11893 6379.26050047
"KNSTRN" 95.99998 762.64452 602 249.03349 58.99996 110 270.02685 291.30807 76.99996 346.99951 133.13268 123.99974 1753.43921 110.43914 69 12.999976915 5 11.999995 18 27.00004 530.0005365 5 254.999651 231.00027 546.0007 2734.0005
"KNTC1" 393.103751 669.61089 756.00023 164.754657186 65.19948 236.886034 192.364354 488.01804 171.84975 753.65208 351.53634 614.86144 2296.6796 44.00004 54.00005 22 2.000003 12 3.000003 21 525.99965 17.00004 184.9997 144.00037 357.99985 2318.99877
"KPNA1" 1331.1398 8834.817 2262.99615 3442.806434634 565.9999 2255.01094681 1292.99821 3713.4559 751.3574 2499.99008 4302.19475 1323.24797 2518.3098 2323.94346 4491.00219 6938.99848 3227.99655 2986.20918 2332.99946 2796.00259 4121.1129 153.00025 3960.064425 3740.047122 3789.61355 4827.85457
"KPNA3" 850 4960.9963 1227 3365 461 1026.00242 2074.00474 1598 363 2530 3228.99937 904 2566.0022 2017.00242 3482.00023 4932.00321 2496 2566 2254.00051 2305 5653.99592 159.00027 3595 2452 2949.99814 4981.0039
"KPNA4" 1419.3629 6373.976 1812.70949 6333.20534 1111.03122 1195.11 3028.99765 3128.7513 537.9151 3913.72 4493.2558 1444.13053 3197.8089 3738.81 6769.98 4220.29251 3150.761 4517.53 2457.47687 6248.07 8386.98 263.701 6281.22 5213.3 8392.02125 17450.099
"KPNA6" 1189.17871 6125.81958 1087.98692 3569.47646 437.131 1191.09651 654.693 4236.37 511.14565 1870.39458 2069.08639 558.543 2559.4305 2085.65067 2265.57297 1323.48852 657.618543 2141.59983 1001.32734 574.3417 2050.857423 240.16518 1499.13654 875.1477202 2884.48631 11957.168
"KPNB1" 3526.99863 23916.46432 7744.6171954 6319.472645 1363.7553 3326.2040000162 2884.25475 15201.93381 1586.2391 5010.7156 4585.60049 2766.89039 11164.49919 4697.9974 5070.0029 3401.00119 1367 3770.99897 2922.9957 3401.00166 9691.0006 546.00042 5406.9965 4116.00319 12879.009 11712.9889
"KPTN" 28.99996 125.02011 3 30.01325 4 17.1787 1.00025 76.04537 37.11164 15 11.00623 5 36.03088 58 23 52.99999 18 34 39.99997 17 18 30.99995 53.999973 32 361.00002 49.99997
"KRAS" 753.07665 2967.054 951.96777 889.05291 580.60989 1006.4554 1699.5641 1678.5102 373.6053 1567.66608 5966.1137 883.49575 1129.0101 2839.9097 3906.6365 5245.3924 1357.67985 3036.24612 2076.8875 5824.40135 5293.61426 227.3911 10656.01008 6619.62608 4427.72427 3007.834
"KRBA1" 45.00005 128.99997 0.99999974 69.00000421268 0 5 1.99999901 53.99996441 16 12.99999727 2 3.00000186 12.9999536 319.99996 333.0003 313.9999 199.581 152.00002 141.99997 53.14946 334.49297 95.00007 361.2158 108.00003 1135.06875110672 1043.83462
"KRCC1" 686 1731 297 1248 503 656 1721 912 350 1807 2855 877 378 4262.0047 3558.99569 1049.00049 1615.0008 4986.00035 3429.99847 6029.99465 3597.99626 238.9999 7953.0073 6867.00113 3228.99631 11722.008
"KREMEN1" 243.79904 962.18943 320.06932 1160.48497 70.14732 50.91208 79.0054 1544.2181 51.3166 113.81071 34.7322 87.76357 828.4836 293.123 93 77.8424 199.0002 139.0033 63.99996 195.99998 161.9997 101.0178 183.0466 53.1107 685.5733 263.0001
"KRI1" 349.7712522 1321.964 51.13327428 267.57010113369 45.54544 140.204693788 59.756782071 860.1403 219.3388 274.9143147 96.65031 87.562050124217 385.9889 132.2735 39.12044 24.60855097 12.731875 35.78892 44.88266 19.09015 35.81462 113.57473 48.3667 11.14514 1665.2271 198.78192
"KRR1" 841.5977 3528.7621 491.10175 1510.79814 564.18119 1092.5355 1282.17916 1515.8491 440.5558 1722.62978 2039.80477 998.7179 640.55097 1044.4437 1738.395 1311.87 523.625 1500.78223 746.36226 2057.86774 2046.49 121.4046 1492.61108 1146.337 2877.976 2049.88229
"KRT10" 127 695 365.0004 551 251.0001 250 482 517 202.9998 308.0005 577 331.9996 495 102 47 170 18.99999 109 32 130 60 13.99998 97 77 66 138
"KRT15" 5.05628 4.01042 1 10.11949 12 5 13.00021 15.11383 10.00872 7.007633 61.41716 1 79.00795 27 0 1 0 4 0 1.999996 0 1 0 1 0 2
"KRT18" 138.00029 827.69195 40 24.0000382 90.00002202468 1649.5597 177.9995 977.27233 1799.3259 332.99961 204.99986 7.99999 218.8959 472 1 1 0 15 285 37 18 544 222 26 3 0
"KRT19" 40.99996 82 2 0 15.99998 3 21 385.00011 49 80.00004 499.00062 0 39.224968 119 2.999999 0 0 4 3 40.99999 23.99999 201.0002 845 135.0001 4.999998 2.999997
"KRT20" 0 1.5 0 10 1.5 4.5 0.5 0.5 0 506.5 13310.4771 3.5 2.499998 13 6 47 4 10 2 3 75 2 7915 15475 65 12
"KRT23" 0.5 0.5 0 0 5.5 3 18.49996 5.9999969385 21.49998 0 3 26.999963 301.50076 600 1 9 0 40 30 218 4 23 59 48 0 10
"KRT26" 0 0 0.349931 1.48655 1.28625 0 0 0 2.09695 1.27532 3.3044 0 6 18.0902 5.00258 17.2941 2.00188 18.0627 6.02683 2.00054 7.15618 1.02226 22.063 6.34496 32.8678 54.5356
"KRT7" 55.00001 39.00001 0 0 42.00001 24.00003 153.0002 14.00001 246.99967 0 0 1 38.99999 122.95735 11.70831 22.6989 8.46378 105.3499 12.51665 235.7959 28.68239 161.809 167.70651 58.6439 102.8319 52.01237
"KRT8" 153.077130414748 2188.6832 218.16598 255.59567 115.16258 1002.13889 98.24505 671.79915 773.9276 505.31285 2116.81148 19.6144 186.88725 390.733 3 0 1.7617 89.3588 367 137 68.3488 294 3594.73 1307.67 5 29.3987
"KRT80" 6.99999768 857.0003 10.99998119 7.99999957 11.0000143 0.999999947 18.99998 499.99936 137.0000137886 1.999998171 10.99998112 1.000000046 12.00004347 49.07132 6.338087 22.3499 8.61112 40.091551 6.7364 494.01006 27.64022 50.24991 87.711 15.71238 358.0678 126.68246
"KRTCAP2" 690.032530010101 2724.23334 100.99999 812.6199 239.1855 736.06013 837.08952 2798.69193 755.15651 856.4522 523.97154 202.42365 1054.50814 392.00024 147.00004 62.99999 33 148.99994 194.00026 201.00023 163.99957 341 194 104 545.9998 153
